1 199.885228 200.711209
1 199.227541 200.050292
1 199.234016 200.057491
1 199.288764 200.111682
1 199.292184 200.114460
1 101.519268 102.089970
1 101.753998 102.324276
1 101.568518 102.138397
1 101.599647 102.169780
1 101.767885 102.338784
1 67.856783 68.331948
1 67.879152 68.356191
1 67.810861 68.287291
1 67.816137 68.293785
1 67.862162 68.337630
1 51.025456 51.456070
1 51.079482 51.507872
1 51.052617 51.483745
1 51.083171 51.513945
1 51.084769 51.516004
1 40.978622 41.389758
1 41.084610 41.496191
1 41.031870 41.443096
1 40.998613 41.410266
1 40.988532 41.401288
1 34.302712 34.692782
1 34.269397 34.659564
1 34.262433 34.654065
1 34.272219 34.662564
1 34.294605 34.685826
1 29.545059 29.920455
1 29.467177 29.842096
1 29.500104 29.874670
1 29.569298 29.946378
1 29.506216 29.883504
1 26.080578 26.801809
1 26.664358 27.031491
1 26.114425 26.483279
1 26.144117 26.512999
1 26.182142 26.547851
1 23.072991 23.431568
1 23.008530 23.367521
1 23.040379 23.400680
1 23.044224 23.400732
1 23.026514 23.388057
1 20.786654 21.141084
1 20.761309 21.112953
1 20.744230 21.098068
1 20.863801 21.216786
1 20.789827 21.144220
1 18.918950 19.267670
1 18.936150 19.284036
1 18.934747 19.282721
1 18.988483 19.335936
1 18.945902 19.293153
1 17.418233 17.761505
1 17.433359 17.775718
1 17.425100 17.769782
1 17.423364 17.764717
1 17.429382 17.770920
1 16.131445 16.469748
1 16.128317 16.468024
1 16.124738 16.463222
1 16.125437 16.467041
1 16.118616 16.457048
1 14.977502 15.314514
1 14.966239 15.301381
1 14.978155 15.316982
1 14.961718 15.301893
1 15.025233 15.362364
1 14.001509 14.336719
1 14.006542 14.339273
1 14.004788 14.338628
1 13.989847 14.322344
1 14.217866 14.550777
1 13.172502 13.502752
1 13.179193 13.511142
1 13.171512 13.504989
1 13.174485 13.503109
1 13.179395 13.510651
1 12.452079 12.779265
1 12.453868 12.783185
1 12.458002 12.789576
1 12.447682 12.774633
1 12.510327 12.838368
1 11.784656 12.111914
1 11.810069 12.136022
1 11.799695 12.126527
1 11.789645 12.117000
1 11.798767 12.122892
1 11.311714 11.637066
1 11.194161 11.517058
1 11.210776 11.536653
1 11.251297 11.577944
