"2" "CLOSE" "CORE" "20k" 1 62.7809152 1
"2" "CLOSE" "CORE" "20k" 2 32.8228854 1.91271774053112
"2" "CLOSE" "CORE" "20k" 3 22.3743378 2.80593400176518
"2" "CLOSE" "CORE" "20k" 4 17.2212472 3.64554985309078
"2" "CLOSE" "CORE" "20k" 5 14.1156136 4.44762211399723
"2" "CLOSE" "CORE" "20k" 6 12.0689184 5.20186756751955
"2" "CLOSE" "CORE" "20k" 7 10.6064708 5.91911450885246
"2" "CLOSE" "CORE" "20k" 8 9.5136082 6.59906461146886
"2" "CLOSE" "CORE" "20k" 9 8.6038298 7.2968569415448
"2" "CLOSE" "CORE" "20k" 10 7.893882 7.9531104214631
"2" "CLOSE" "CORE" "20k" 11 7.2406722 8.67059210331328
"2" "CLOSE" "CORE" "20k" 12 6.8168248 9.20970056322997
"2" "CLOSE" "CORE" "20k" 13 6.4243206 9.77238203211714
"2" "CLOSE" "CORE" "20k" 14 6.0606306 10.3588090651821
"2" "CLOSE" "CORE" "20k" 15 5.797671 10.8286439848001
"2" "CLOSE" "CORE" "20k" 16 5.6038662 11.2031431442814
"2" "CLOSE" "CORE" "20k" 17 5.3896574 11.6484055554255
"2" "CLOSE" "CORE" "20k" 18 5.1322528 12.2326233033572
"2" "CLOSE" "CORE" "20k" 19 4.96125 12.6542535046611
"2" "CLOSE" "CORE" "20k" 20 4.8338226 12.987840141258
"2" "CLOSE" "CORE" "20k" 21 4.7128268 13.3212863243775
"2" "CLOSE" "CORE" "20k" 22 4.5734394 13.7272869954284
"2" "CLOSE" "CORE" "20k" 23 4.3851238 14.3167942487735
"2" "CLOSE" "CORE" "20k" 24 4.3185574 14.5374738332759
"2" "CLOSE" "CORE" "20k" 25 4.1944104 14.967756898562
"2" "CLOSE" "CORE" "20k" 26 4.1139228 15.2605963339905
"2" "CLOSE" "CORE" "20k" 27 4.067075 15.4363800028276
"2" "CLOSE" "CORE" "20k" 28 3.9221504 16.0067587413272
"2" "CLOSE" "CORE" "20k" 29 3.9012856 16.0923658601154
"2" "CLOSE" "CORE" "20k" 30 3.9481968 15.9011615631723
"2" "CLOSE" "CORE" "20k" 31 3.8016162 16.5142696940317
"2" "CLOSE" "CORE" "20k" 32 3.6762216 17.0775655091086
"2" "CLOSE" "CORE" "20k" 33 3.651489 17.19323684119
"2" "CLOSE" "CORE" "20k" 34 3.5777448 17.5476225134895
"2" "CLOSE" "CORE" "20k" 35 3.521373 17.828533131821
"2" "CLOSE" "CORE" "20k" 36 3.5074386 17.899362571878
"2" "CLOSE" "CORE" "20k" 37 3.4625048 18.1316471243592
"2" "CLOSE" "CORE" "20k" 38 3.3645684 18.6594260351491
"2" "CLOSE" "CORE" "20k" 39 3.3603972 18.6825876417228
"2" "CLOSE" "CORE" "20k" 40 3.331479 18.8447578988191
"2" "CLOSE" "CORE" "20k" 41 3.300325 19.0226463151356
"2" "CLOSE" "CORE" "20k" 42 3.2564966 19.2786675103545
"2" "CLOSE" "CORE" "20k" 43 3.240148 19.3759406051822
"2" "CLOSE" "CORE" "20k" 44 3.2094124 19.5614982979439
"2" "CLOSE" "CORE" "20k" 45 3.1741416 19.7788640557182
"2" "CLOSE" "CORE" "20k" 46 3.1582246 19.8785466999402
"2" "CLOSE" "CORE" "20k" 47 3.0933176 20.2956577106728
"2" "CLOSE" "CORE" "20k" 48 3.0669934 20.4698566354919
"2" "CLOSE" "CORE" "20k" 49 3.0943446 20.2889216669662
"2" "CLOSE" "CORE" "20k" 50 3.1099192 20.1873139340726
"2" "CLOSE" "CORE" "20k" 51 3.0059588 20.8854875855251
"2" "CLOSE" "CORE" "20k" 52 2.9955744 20.9578888109072
"2" "CLOSE" "CORE" "20k" 53 2.965428 21.1709457117151
"2" "CLOSE" "CORE" "20k" 54 3.0235798 20.7637698862785
"2" "CLOSE" "CORE" "20k" 55 2.919026 21.507487497542
"2" "CLOSE" "CORE" "20k" 56 2.885475 21.757566847746
"2" "CLOSE" "CORE" "20k" 57 2.9306366 21.4222791048197
"2" "CLOSE" "CORE" "20k" 58 2.8712022 21.8657241207185
"2" "CLOSE" "CORE" "20k" 59 2.9038628 21.6197938828239
"2" "CLOSE" "CORE" "20k" 60 2.8687632 21.8843141880794
"2" "CLOSE" "CORE" "20k" 61 2.8274482 22.2040903171984
"2" "CLOSE" "CORE" "20k" 62 2.8349128 22.1456247966428
"2" "CLOSE" "CORE" "20k" 63 2.776989 22.6075491116457
"2" "CLOSE" "CORE" "20k" 64 2.7724112 22.6448786529213
"4" "CLOSE" "CORE" "20k" 1 34.1502158 1
"4" "CLOSE" "CORE" "20k" 2 17.3196934 1.9717563706988
"4" "CLOSE" "CORE" "20k" 3 12.3521414 2.76472027757066
"4" "CLOSE" "CORE" "20k" 4 9.7568536 3.500125880745
"4" "CLOSE" "CORE" "20k" 5 8.1673158 4.18132672180988
"4" "CLOSE" "CORE" "20k" 6 7.1431466 4.78083647338275
"4" "CLOSE" "CORE" "20k" 7 6.4355598 5.30648721498944
"4" "CLOSE" "CORE" "20k" 8 5.8978398 5.79029220156166
"4" "CLOSE" "CORE" "20k" 9 5.3835714 6.34341281328599
"4" "CLOSE" "CORE" "20k" 10 5.0631776 6.74481886631826
"4" "CLOSE" "CORE" "20k" 11 4.7848732 7.13712033163178
"4" "CLOSE" "CORE" "20k" 12 4.5383362 7.52483163323158
"4" "CLOSE" "CORE" "20k" 13 4.3462626 7.85737516182294
"4" "CLOSE" "CORE" "20k" 14 4.157228 8.21466029767913
