6 31.689111 32.404046
6 31.720571 32.731422
6 31.807446 32.255490
6 31.819600 32.270191
6 31.759603 32.217421
6 16.514605 16.953584
6 16.551717 16.990825
6 16.516424 16.962193
6 16.538958 16.985727
6 16.512071 16.953290
6 11.358730 11.764282
6 11.353002 11.778430
6 11.368285 11.793490
6 11.375790 11.805048
6 11.359384 11.776437
6 8.643825 9.047758
6 8.650955 9.063087
6 8.646492 9.043406
6 8.639962 9.037808
6 8.636508 9.052037
6 7.031540 7.414851
6 7.022888 7.421732
6 7.058265 7.458284
6 7.020254 7.421966
6 7.022619 7.419903
6 5.954118 6.347622
6 5.957600 6.338663
6 5.958036 6.330820
6 6.020367 6.415756
6 5.962194 6.344240
6 5.185000 5.560573
6 5.239056 5.629055
6 5.212430 5.601220
6 5.208213 5.597930
6 5.203389 5.591863
6 4.651843 5.043642
6 4.692207 5.075709
6 4.662645 5.043687
6 4.666218 5.055513
6 4.643772 5.026665
6 4.291436 4.662550
6 4.232960 4.625330
6 4.226061 4.606981
6 4.234361 4.621889
6 4.189748 4.572986
6 3.858243 4.233798
6 3.808853 4.195675
6 3.807509 4.188838
6 3.806764 4.175518
6 3.814706 4.201150
6 3.500347 3.885405
6 3.495142 3.870491
6 3.502548 3.867942
6 3.501482 3.863364
6 3.512438 3.885813
6 3.261554 3.640426
6 3.263327 3.630492
6 3.257302 3.637873
6 3.259526 3.645771
6 3.258512 3.628145
6 3.047170 3.402573
6 3.054922 3.415314
6 3.061009 3.422220
6 3.067335 3.435631
6 3.058789 3.422562
6 2.929124 3.305143
6 2.957839 3.338065
6 2.931719 3.305243
6 2.931875 3.307130
6 2.898927 3.270446
6 2.729524 3.099165
6 2.727317 3.092426
6 2.736459 3.100474
6 2.734317 3.112904
6 2.730304 3.089484
6 2.648906 3.023229
6 2.621669 2.994192
6 2.604443 2.982873
6 2.615064 2.981816
6 2.627509 2.994134
6 2.501289 2.869051
6 2.484997 2.852330
6 2.492635 2.874440
6 2.490614 2.854493
6 2.496753 2.857945
6 2.391551 2.755375
6 2.379182 2.740444
6 2.375540 2.742044
6 2.372722 2.739394
6 2.391064 2.751459
6 2.280717 2.652212
6 2.287099 2.653389
6 2.283617 2.656145
6 2.292455 2.667530
6 2.293696 2.668330
6 2.241991 2.613229
6 2.208944 2.582650
6 2.243578 2.616512
6 2.205356 2.577449
6 2.220168 2.585750
6 2.149581 2.506127
6 2.136458 2.499878
6 2.139087 2.501281
6 2.135519 2.499835
6 2.157588 2.527494
6 2.056274 2.416814
6 2.062405 2.423239
6 2.067506 2.432504
6 2.063724 2.418375
6 2.123587 2.494172
6 2.039619 2.413073
6 2.077016 2.442961
6 2.045671 2.404019
6 2.059529 2.427043
6 2.040536 2.406188
6 2.012251 2.390284
6 1.986329 2.361069
6 1.986178 2.353256
6 1.980313 2.342524
6 2.035766 2.400573
6 1.954182 2.312133
6 1.921744 2.286772
6 1.911030 2.289639
6 1.933788 2.288569
6 1.934153 2.287109
6 1.862124 2.222779
6 1.881362 2.233335
6 1.930686 2.294890
6 1.920845 2.291318
6 1.916442 2.291162
6 1.852836 2.211095
6 1.860595 2.224552
6 1.845389 2.222548
6 1.853612 2.220773
6 1.843214 2.217503
6 1.792087 2.162662
6 1.786992 2.150095
6 1.793031 2.162958
6 1.783796 2.149950
6 1.795824 2.163298
6 1.751112 2.118642
6 1.738219 2.109870
6 1.759462 2.118814
6 1.758193 2.126054
6 1.747999 2.112393
6 1.720832 2.082083
6 1.709566 2.086510
6 1.716099 2.076392
6 1.705780 2.070598
6 1.718789 2.076483
6 1.681130 2.042987
6 1.685464 2.056159
6 1.668101 2.038951
6 1.668603 2.025681
6 1.709776 2.060252
6 1.653771 2.014257
6 1.642987 2.014214
6 1.641041 2.001481
6 1.628256 1.992723
6 1.628957 1.986571
6 1.592801 1.946971
6 1.597315 1.956634
6 1.602510 1.954247
6 1.827944 2.195922
6 1.600883 1.960828
6 1.564387 1.923816
6 1.567754 1.928210
6 1.586658 1.938989
6 1.570915 1.927140
6 1.560206 1.921839
6 1.743235 2.107012
6 1.529660 1.901182
6 1.544452 1.904761
6 1.546475 1.901527
6 1.534446 1.897552
6 1.513664 1.867120
6 1.524108 1.873785
6 1.706643 2.066859
6 1.510910 1.874424
6 1.523139 1.894199
6 1.491385 1.848942
6 1.499845 1.865857
6 1.509525 1.867715
6 1.483426 1.848436
6 1.643381 1.999347
6 1.449021 1.820738
6 1.470366 1.827568
6 1.459583 1.816829
6 1.459648 1.813438
6 1.463484 1.826684
6 1.437440 1.805128
6 1.611476 1.966812
6 1.423956 1.792391
6 1.437861 1.808996
6 1.447109 1.801813
6 1.419107 1.786614
6 1.431559 1.789232
6 1.421904 1.784435
6 1.423278 1.785760
6 1.427067 1.781621
6 1.381909 1.748900
6 1.380154 1.746141
6 1.388264 1.753944
6 1.398969 1.757222
6 1.388123 1.743207
6 1.360065 1.715926
6 1.377700 1.734684
6 1.370559 1.723316
6 1.544250 1.904181
6 1.388343 1.744985
6 1.347311 1.716780
6 1.354376 1.714762
6 1.361598 1.720034
6 1.365751 1.730586
6 1.362786 1.722564
6 1.338502 1.696639
6 1.341335 1.706747
6 1.332124 1.685318
6 1.347094 1.703862
6 1.358297 1.716190
6 1.334289 1.681570
6 1.359217 1.712924
6 1.347035 1.706311
6 1.356034 1.713167
6 1.490240 1.848853
6 1.308480 1.672750
6 1.360832 1.719455
6 1.320700 1.676363
6 1.339773 1.693296
6 1.317547 1.674031
6 1.370539 1.740427
6 1.309009 1.655104
6 1.308808 1.668982
6 1.300839 1.674454
6 1.333389 1.747950
6 1.352450 1.699482
6 1.337220 1.704597
6 1.320167 1.679372
6 1.326988 1.691268
6 1.332048 1.677082
6 1.314086 1.662888
6 1.539344 1.906980
6 1.309220 1.669945
6 1.305841 1.677057
6 1.335208 1.706450
6 1.310519 1.676819
6 1.323107 1.688123
6 1.304255 1.655136
6 1.278994 1.634282
6 1.322755 1.676692
6 1.281434 1.639574
6 1.292012 1.657815
6 1.295791 1.660497
6 1.304486 1.678199
6 1.302250 1.669079
6 1.282797 1.640389
6 1.299568 1.667150
6 1.290637 1.646546
6 1.276999 1.636592
6 1.284354 1.638976
6 1.278923 1.626042
6 1.282566 1.634130
6 1.281682 1.630803
6 1.271667 1.637480
6 1.289864 1.659289
6 1.260080 1.622896
6 1.400814 1.766038
6 1.251228 1.606979
6 1.252185 1.623286
6 1.228331 1.579164
6 1.254870 1.610340
6 1.216814 1.573571
6 1.240906 1.599352
6 1.273624 1.637900
6 1.256857 1.615263
6 1.220239 1.603542
6 1.253185 1.610504
6 1.242345 1.614888
6 1.246018 1.607932
6 1.228437 1.579466
6 1.233934 1.586923
6 1.230375 1.592151
6 1.221467 1.589118
6 1.219055 1.581770
6 1.234177 1.598415
6 1.164568 1.515454
6 1.169540 1.538872
6 1.204191 1.556919
6 1.212503 1.569528
6 1.240972 1.625902
6 1.201644 1.562043
6 1.210494 1.586551
6 1.213350 1.575157
6 1.195770 1.559330
6 1.204352 1.557948
6 1.200088 1.554685
6 1.201197 1.568606
6 1.190010 1.549273
6 1.197682 1.552188
6 1.189785 1.550055
6 1.401794 1.760505
6 1.176864 1.533380
6 1.176380 1.546923
6 1.191413 1.562415
6 1.192434 1.553412
6 1.140485 1.507498
6 1.155245 1.509664
6 1.185817 1.542174
6 1.177529 1.524161
6 1.422158 1.776656
6 1.158385 1.525684
6 1.175075 1.526947
6 1.171247 1.541289
6 1.174760 1.527142
6 1.163087 1.524681
6 1.162135 1.524456
6 1.147142 1.506623
6 1.167621 1.532368
6 1.274117 1.628306
6 1.151211 1.496859
