1 126.485672
1 64.510972
1 43.815994
1 32.976925
1 26.505445
1 22.197772
1 19.132165
1 16.894167
1 14.965818
1 13.507677
1 12.306543
1 11.325629
1 10.498511
1 9.803691
1 9.191570
1 8.664080
1 8.200422
1 7.791730
1 7.405180
1 7.075872
1 6.761514
1 6.478970
1 6.208724
1 5.975030
1 5.762106
1 5.571061
1 5.416863
1 5.214292
1 5.051286
1 4.917612
1 4.775465
1 4.645557
1 4.513310
1 4.399641
1 4.288068
1 4.213900
1 4.100787
1 4.011084
1 3.921310
1 3.839941
1 3.757414
1 3.696815
1 3.611391
1 3.549812
1 3.520492
1 3.413643
1 3.360558
1 3.294322
1 3.264198
1 3.197124
1 3.136468
1 3.095792
1 3.022721
1 3.002768
1 2.967779
1 2.927777
1 2.888910
1 2.866858
1 2.818082
1 2.791204
1 2.755263
1 2.717515
1 2.687851
1 2.644985
